registered_at,Total_Revenue,Sold_Products
2016-12-02T14:11:57Z,14568,1668
2014-04-26T15:07:51Z,21830,2145
2015-09-03T09:57:18Z,17271,2744
2014-04-05T17:35:26Z,26753,2010
2014-08-18T17:07:34Z,25321,2172
2015-06-26T01:27:32Z,23965,1762
2015-03-23T02:23:43Z,21393,1857
2016-02-05T03:32:11Z,19271,802
2016-08-18T10:01:08Z,26836,2253
2014-03-16T16:57:07Z,19590,1422
2015-05-13T01:29:05Z,19352,2049
2015-11-17T14:09:49Z,22872,1641
2016-11-11T11:59:40Z,21611,1270
2016-07-21T17:16:14Z,20039,2381
2014-10-27T16:05:34Z,21677,2763
2014-03-07T10:47:51Z,22148,2128
2016-11-12T09:48:35Z,19823,1368
2016-02-28T02:33:36Z,20101,2013
2014-11-13T20:56:02Z,13128,2043
2014-09-08T08:32:44Z,25178,1662
2016-12-11T17:25:47Z,26013,1200
2014-08-13T10:54:04Z,21183,2414
2015-07-02T08:19:50Z,13970,1314
2015-12-13T09:03:42Z,11584,2373
2016-02-16T02:08:31Z,16198,1673
2015-04-13T21:11:21Z,20513,2204
2015-04-03T23:21:07Z,24294,1317
2015-12-21T19:51:24Z,16780,1609
2014-08-16T11:25:27Z,13434,1955
2016-02-05T01:36:13Z,23278,1806
2014-03-20T09:25:05Z,20187,827
2014-06-20T21:56:31Z,15687,2045
2014-01-12T16:02:48Z,22127,2235
2014-08-24T14:56:17Z,20333,2738
2016-10-20T21:05:17Z,17960,2373
2014-10-07T12:58:04Z,24256,2214
2016-07-25T09:14:58Z,17111,2638
2014-09-11T22:37:08Z,17702,2637
2016-06-13T09:08:27Z,21340,1754
2016-09-06T09:20:48Z,12294,2023
2014-10-21T11:33:10Z,16843,1930
2014-09-05T08:08:19Z,20507,1925
2015-05-14T12:50:18Z,18822,2188
2016-02-06T05:49:23Z,14575,2140
2016-04-08T02:08:55Z,20773,1628
2015-11-13T20:16:38Z,19127,2287
2016-10-17T18:29:05Z,22535,2054
2014-11-25T00:53:07Z,15439,1825
2016-03-24T19:46:59Z,15900,1824
2016-04-18T11:29:53Z,22181,2613
2015-09-17T06:40:19Z,21764,1470
2016-08-22T03:51:24Z,21706,1988
2015-10-09T09:32:25Z,23823,1371
2015-06-15T16:17:43Z,18498,2086
2014-07-22T13:26:50Z,17701,1777
2016-08-15T12:45:07Z,20533,1798
2016-09-20T02:38:56Z,14510,1780
2014-10-21T13:09:19Z,29362,2170
2015-02-25T10:56:37Z,11706,1033
2015-11-02T10:26:20Z,24720,2069
2016-07-27T05:15:44Z,19018,2033
2016-12-11T05:32:25Z,24677,1581
2016-03-09T20:17:01Z,23268,2145
2014-11-07T12:50:43Z,15774,2825
2016-07-04T05:54:15Z,29288,2386
2015-02-26T19:00:42Z,14410,2165
2016-05-03T09:18:13Z,22433,2348
2015-04-20T23:42:01Z,31817,1441
2014-01-11T20:38:10Z,16710,1525
2014-06-10T05:45:45Z,16592,2119
2016-07-07T04:53:59Z,17726,2020
2014-11-16T19:51:34Z,14714,1932
2015-04-05T10:27:39Z,14556,2660
2014-06-07T18:52:17Z,20178,1603
2015-10-04T10:23:51Z,14565,2182
2014-04-17T11:49:39Z,21222,2036
2016-05-09T18:58:27Z,23888,2232
2015-05-19T20:00:57Z,27875,2391
2016-08-20T17:20:46Z,13546,2051
2015-11-28T05:31:05Z,20687,2075
2014-12-18T10:50:05Z,22025,2293
2015-06-14T10:12:16Z,16259,2159
2016-11-01T13:14:43Z,23843,2319
2014-10-06T12:45:55Z,12330,1383
2015-08-19T15:59:32Z,20482,1561
2015-12-13T03:56:49Z,26252,1859
2016-01-04T10:49:27Z,20087,1515
2015-02-14T03:33:42Z,24185,2780
2015-08-12T11:52:19Z,22737,1684
2014-02-02T06:01:13Z,21027,1613
2014-06-05T13:27:24Z,24757,2327
2014-03-19T15:47:45Z,21317,2311
2014-02-25T16:12:51Z,21882,1878
2016-10-16T17:37:44Z,15497,1186
2014-02-18T07:00:50Z,24756,2109
2016-06-17T14:17:17Z,21163,1665
2016-10-17T21:33:26Z,12999,2191
2015-06-25T17:54:25Z,24068,1830
2016-01-20T01:45:49Z,15201,2136
2016-08-08T00:14:40Z,22739,1599
2016-12-11T15:30:13Z,29808,1572
2016-05-18T07:26:49Z,16947,1201
2015-11-19T19:17:06Z,14174,1626
2015-04-22T13:11:41Z,20221,2126
2016-12-24T05:10:08Z,23324,2041
2016-07-08T10:56:16Z,26916,2004
2015-01-26T04:03:30Z,27024,2345
2014-07-20T03:08:39Z,20586,2164
2016-07-13T11:24:55Z,22688,1894
2015-11-17T05:54:07Z,20850,2228
2016-03-17T00:06:34Z,22647,2075
2014-05-11T20:21:52Z,16128,2584
2015-05-06T13:23:35Z,24304,1945
2016-08-24T14:37:32Z,28767,2089
2016-03-28T02:49:30Z,20371,1428
2016-03-18T21:57:24Z,16823,1477
2016-10-15T10:10:08Z,18770,2010
2016-02-03T04:12:59Z,18972,2369
2015-01-19T13:48:33Z,17339,2110
2016-07-23T23:40:32Z,28252,1320
2014-10-19T20:38:40Z,16395,2233
2016-11-16T18:14:44Z,22784,2366
2016-02-28T17:36:49Z,15638,2820
2014-02-13T01:47:15Z,18536,2093
2014-09-23T07:20:33Z,15871,2121
2014-10-27T16:41:01Z,23613,1644
2015-07-26T03:43:49Z,21820,1369
2016-05-01T14:22:26Z,21212,1666
2015-09-26T02:27:11Z,22676,1764
2016-01-22T13:26:35Z,26207,2473
2014-12-06T17:23:39Z,17412,2105
2016-01-03T04:51:25Z,16002,1658
2016-04-16T07:23:47Z,15096,1467
2014-11-19T04:23:26Z,14203,1768
2014-06-03T20:13:53Z,19115,2108
2014-05-16T05:21:55Z,17277,1825
2015-03-28T05:56:33Z,26677,2175
2016-05-02T07:06:28Z,18507,1464
2015-08-03T23:14:26Z,22102,2084
2015-09-26T12:29:30Z,22130,1772
2016-04-28T14:02:33Z,20143,1890
2015-02-22T17:17:58Z,22693,1969
2015-01-03T13:16:52Z,10768,2018
2015-11-26T23:14:15Z,20384,1889
2014-12-06T06:54:15Z,22104,2117
2015-10-01T07:37:50Z,22678,1214
2014-08-18T05:59:29Z,26535,2446
2016-08-05T01:16:05Z,19132,1718
2016-05-01T11:13:42Z,25618,2307
2016-11-12T17:49:58Z,23138,1350
2014-03-15T17:25:15Z,21607,1668
2014-04-04T21:01:59Z,21377,2424
2015-12-24T18:40:00Z,21908,1958
2014-11-12T17:23:44Z,26687,1719
2015-06-22T14:16:41Z,21393,1897
2015-08-01T10:08:34Z,14967,2274
2015-01-08T02:58:04Z,15280,3087
2016-12-18T22:05:59Z,20820,2360
2016-10-05T20:35:54Z,21999,2212
2015-07-28T16:56:25Z,18143,1818
2016-07-20T19:08:50Z,26858,2060
2015-03-21T00:47:39Z,12990,1726
2016-12-28T12:24:56Z,16500,2478
2016-02-18T16:57:16Z,17899,1999
2015-05-13T08:13:17Z,27181,2295
2016-08-03T06:03:14Z,17408,2064
2014-06-07T17:22:50Z,18433,2941
2016-08-11T17:24:35Z,17071,1554
2016-07-27T03:13:26Z,13351,1550
2015-07-20T22:39:23Z,20358,1878
2015-10-26T16:37:48Z,13851,2034
2014-05-17T09:11:55Z,20072,1672
2015-01-11T16:52:38Z,17608,2051
2016-01-02T03:25:20Z,18539,1767
2015-09-03T17:32:24Z,17618,1466
2014-02-05T18:22:17Z,25862,1980
2016-10-12T21:27:18Z,14957,2027
2015-09-21T04:49:03Z,18938,1899
2016-02-05T09:11:18Z,19131,1995
2014-07-11T14:16:24Z,15741,1706
2016-11-24T22:21:48Z,11570,2240
2014-04-08T19:49:07Z,26300,2155
2016-11-20T16:57:24Z,21790,2057
2014-01-07T20:22:57Z,21670,1963
2015-06-13T10:36:44Z,17391,2346
2016-01-12T04:17:05Z,20177,2368
2016-02-22T10:50:43Z,16163,1743
2015-05-17T13:19:01Z,21431,2054
2015-11-21T15:15:31Z,13343,2171
2014-01-06T09:11:52Z,16794,1969
2015-08-08T14:41:01Z,20582,1933
2015-08-13T11:36:05Z,25718,2434
2015-07-23T18:25:46Z,18989,1440
2016-12-17T02:39:02Z,20338,2055
2014-03-16T23:58:55Z,22477,2104
2016-11-25T18:24:41Z,23461,1910
2015-05-10T04:25:58Z,26459,2591
2014-01-27T06:16:17Z,21093,2403
2014-08-02T14:35:56Z,14826,2140
2016-08-10T10:36:43Z,21147,1610
2015-01-10T16:09:35Z,18142,2013
2016-05-16T16:07:18Z,26079,1799
2016-06-19T14:01:13Z,15992,2681
2016-05-28T07:35:35Z,21028,1020
2016-09-19T03:29:10Z,25913,1483
2016-12-03T18:34:37Z,15999,2116
2015-01-15T20:34:47Z,17167,2038
2016-04-22T04:28:07Z,21284,2086
2014-12-28T04:09:49Z,13384,2149
2015-03-03T13:00:37Z,21601,1822
2015-09-21T00:30:34Z,16533,2485
2014-10-05T18:57:23Z,16828,2202
2014-04-20T21:34:00Z,14819,2511
2015-02-02T10:18:56Z,25779,1991
2014-07-28T17:33:09Z,15164,2043
2015-08-25T03:06:18Z,23982,1901
2014-04-07T09:19:19Z,20593,1813
2014-01-01T12:03:47Z,12424,1777
2014-07-15T18:20:26Z,19286,1930
2014-04-01T01:03:08Z,15890,2406
2015-05-15T10:29:04Z,28322,2389
2015-08-17T02:18:43Z,10484,1438
2014-02-28T21:32:31Z,21413,1967
2015-04-10T20:00:20Z,13551,1393
2016-06-15T03:43:48Z,23886,1298
2016-03-28T01:46:02Z,21187,1934
2014-10-18T23:42:06Z,20408,1845
2016-06-04T14:10:02Z,22547,2374
2014-06-22T13:33:29Z,19242,1671
2016-07-03T02:09:44Z,26531,2050
2015-11-19T06:27:04Z,20067,1143
2015-10-28T07:11:34Z,18091,1530
2016-12-26T04:01:16Z,20031,1576
2016-06-29T06:13:06Z,17014,2481
2015-09-04T09:46:40Z,21005,1993
2015-03-25T13:55:58Z,19727,1998
2015-01-03T14:15:35Z,19636,2142
2014-04-01T09:44:13Z,18337,2167
2014-02-03T20:51:23Z,17284,2502
2015-12-21T13:33:18Z,17196,1435
2016-03-11T15:33:27Z,25524,1587
2016-07-12T17:26:24Z,19838,2435
2015-02-20T05:18:41Z,21655,1638
2014-09-21T02:02:27Z,18674,2034
2015-04-28T06:27:07Z,19141,1988
2014-12-26T17:41:08Z,16852,2648
2014-02-12T08:48:14Z,25830,2360
2015-09-26T18:49:46Z,14296,1990
2016-05-15T07:49:58Z,21271,1730
2016-05-21T20:15:00Z,18795,1577
2016-12-13T01:18:12Z,21278,1638
2014-07-22T17:36:39Z,11602,2019
2015-11-09T04:51:45Z,25484,2354
2014-12-13T14:13:29Z,22639,1648
2016-04-08T21:16:51Z,25032,1887
2016-02-17T21:28:09Z,20565,2080
2016-08-24T04:24:39Z,26766,2463
2016-04-01T13:20:10Z,16262,2440
2015-06-22T21:15:29Z,22248,1997
2015-06-07T08:34:05Z,22472,1672
2016-01-28T13:53:49Z,24683,1318
2014-09-16T11:33:14Z,23319,2484
2014-03-14T13:31:23Z,25071,2147
2015-02-20T19:41:06Z,17550,1490
2016-10-12T01:09:58Z,20871,2049
2014-10-25T14:29:54Z,16872,1495
2016-12-20T22:57:07Z,19820,1825
2016-12-28T16:44:48Z,24668,2536
2015-03-18T14:09:03Z,22666,2368
2014-01-13T05:55:45Z,16510,2569
2016-07-24T01:05:46Z,19956,1487
2016-09-15T18:04:41Z,27933,1966
2015-10-26T20:16:34Z,21950,1919
2016-08-25T14:48:36Z,16610,1976
2016-12-03T16:24:58Z,20911,1196
2015-02-23T21:16:50Z,20861,1612
2015-12-19T16:32:10Z,19599,2371
2015-10-28T10:31:59Z,18204,1774
2015-12-12T07:57:45Z,20527,2262
2015-04-11T06:01:39Z,24312,2332
2014-08-10T07:22:34Z,20794,2172
2014-06-14T15:49:18Z,23335,1947
2016-08-16T15:41:40Z,25554,2321
2014-04-14T18:21:15Z,13305,1789
2014-03-22T18:38:22Z,18051,1972
2016-09-28T18:26:28Z,23114,2274
2014-06-10T18:08:19Z,19441,2229
2016-05-05T01:00:11Z,9781,1686
2015-10-20T09:19:08Z,21668,2274
2015-03-26T00:14:37Z,22446,2467
2015-10-07T01:57:55Z,10041,1580
2014-05-11T14:41:32Z,16202,1219
2014-05-07T21:37:18Z,15853,1925
2016-04-12T22:32:16Z,14520,1591
2014-12-02T05:06:24Z,21273,1799
2014-01-28T06:19:40Z,23999,1851
2015-10-06T19:08:33Z,22981,1554
2016-06-01T20:07:35Z,21568,2548
2014-08-20T18:20:48Z,15824,1923
2016-09-27T05:53:42Z,18017,2217
2016-01-07T01:56:02Z,18901,3023
2015-07-21T17:31:24Z,23167,1744
2016-05-14T23:42:37Z,14106,2003
2014-09-24T00:44:49Z,27906,1979
2015-08-08T13:20:37Z,21454,2254
2015-07-18T03:09:03Z,18507,1727
2015-01-14T05:07:08Z,27414,1540
2014-09-15T18:38:19Z,21934,2173
2015-03-04T21:51:47Z,22138,2171
2014-10-13T13:09:06Z,23300,2472
2016-03-06T22:37:40Z,20967,2317
2014-01-18T09:15:38Z,16893,2810
2014-07-07T16:40:19Z,19852,1753
2015-12-07T23:04:57Z,14981,1958
2016-09-05T08:57:43Z,19013,2420
2015-03-21T08:20:16Z,20938,2588
2015-06-11T02:07:12Z,21202,2492
2014-01-11T00:39:14Z,16430,1507
2014-06-11T03:20:18Z,23632,2039
2014-08-26T02:28:51Z,23539,2528
2015-04-08T15:52:16Z,24330,2519
2016-09-24T00:45:00Z,22584,1093
2014-06-08T00:08:45Z,23852,1737
2014-05-05T23:41:42Z,19396,1804
2015-11-15T06:02:58Z,14020,2544
2014-10-13T06:43:15Z,20376,2338
2016-02-10T07:03:28Z,19774,1732
2016-01-27T18:48:14Z,18772,1863
2016-10-13T00:24:14Z,22827,2379
2015-08-25T07:05:59Z,23422,2481
2015-05-26T17:54:35Z,10625,1983
2015-02-14T07:09:09Z,20903,2003
2014-02-12T07:43:13Z,11796,2143
2015-08-01T19:04:18Z,17688,2958
2014-10-16T15:21:58Z,27097,1243
2015-06-28T14:37:35Z,15635,2338
2015-08-04T08:33:56Z,18135,2628
2016-08-14T17:01:54Z,15063,1583
2014-06-08T17:36:53Z,17710,2139
2015-10-26T05:51:22Z,23965,3112
2014-05-14T04:06:52Z,22783,2199
2014-01-18T04:40:24Z,17853,2790
2016-12-24T01:54:06Z,22836,1573
2015-05-10T23:55:41Z,24697,1891
2014-07-26T22:01:07Z,24631,1288
2016-11-17T04:43:58Z,13469,2304
2014-10-14T05:34:30Z,15873,2645
2014-07-02T08:32:27Z,24415,2107
2015-02-24T06:22:48Z,16043,2502
2015-01-13T14:17:03Z,14800,1350
2016-06-18T11:36:40Z,18921,1178
2015-12-16T21:18:29Z,20100,1974
2015-05-15T23:00:38Z,20630,2252
2016-12-23T18:48:27Z,24839,2075
2016-04-27T01:01:38Z,19478,1233
2014-12-08T00:26:56Z,19667,1636
2016-02-17T11:01:27Z,12348,1812
2016-05-25T01:53:38Z,21679,2458
2015-02-07T03:43:42Z,27396,1892
2016-02-15T00:39:00Z,19796,1855
2014-08-13T12:17:11Z,23250,1531
2016-06-03T16:04:31Z,23919,1378
2016-03-04T16:26:35Z,20446,2426
2016-12-18T22:06:16Z,17533,2456
2014-11-12T11:38:38Z,23000,1645
2014-02-03T08:21:06Z,17630,2126
2014-04-22T20:17:52Z,21233,2030
2015-12-19T03:33:17Z,20148,2530
2016-01-19T06:37:53Z,13179,1760
2016-12-01T03:26:58Z,24821,1634
2014-03-26T18:32:45Z,16167,1898
2015-08-28T02:31:41Z,14198,1847
2014-07-23T07:59:47Z,17342,2260
2014-06-06T14:35:20Z,20828,3080
2015-01-26T01:25:13Z,15453,2801
2015-03-07T23:04:45Z,27902,2106
2014-12-01T11:23:39Z,23988,1278
2014-12-16T05:31:16Z,20557,2021
2016-05-26T10:33:39Z,25280,2295
2015-10-12T22:37:52Z,26485,1971
2015-03-06T22:09:49Z,19087,2365
2015-02-27T10:45:04Z,15387,2031
2016-05-12T17:17:21Z,30661,1536
2015-03-23T00:00:24Z,20043,2125
2014-03-09T06:57:53Z,17719,1801
2015-01-27T18:18:09Z,15013,1608
2016-05-26T23:25:58Z,14314,2017
2015-04-02T01:49:26Z,16356,1885
2014-10-11T15:21:44Z,25554,1308
2015-04-12T03:03:33Z,17065,2566
2016-09-27T13:30:19Z,15224,1287
2016-11-10T03:09:45Z,16360,1946
2016-04-10T02:11:19Z,20400,1558
2015-10-23T22:19:50Z,21624,2347
2014-07-13T13:41:30Z,20486,2449
2014-09-01T01:33:14Z,20505,1633
2015-11-11T05:30:47Z,17571,749
2016-06-28T19:12:30Z,19529,1729
2014-07-09T13:50:03Z,17950,2110
2015-11-22T16:30:24Z,22011,1870
2014-12-01T21:58:42Z,24585,2044
2014-03-14T12:54:25Z,19280,2112
2015-04-16T08:27:12Z,22222,1911
2014-05-28T08:52:05Z,19923,2290
2014-07-22T08:48:19Z,20193,1948
2015-08-06T03:05:55Z,18192,2520
2014-03-22T16:11:59Z,22080,1545
2015-09-11T17:36:49Z,22819,1767
2015-06-15T09:10:30Z,18996,1991
2015-03-13T21:42:27Z,24890,1436
2014-07-28T20:37:55Z,23246,1660
2015-02-09T05:20:12Z,16288,2536
2016-10-23T03:31:34Z,16860,1648
2015-12-10T18:39:21Z,16035,2496
2015-12-08T05:25:53Z,26639,1908
2016-12-08T03:32:26Z,23871,2028
2015-05-05T22:31:13Z,20681,1966
2015-11-20T12:24:07Z,21841,2059
2014-08-15T21:42:53Z,21320,2157
2014-03-12T07:31:04Z,15785,2516
2015-03-11T18:25:00Z,19713,1882
2015-08-03T02:52:46Z,26384,1804
2016-10-20T14:54:28Z,13752,1670
2016-06-16T21:09:52Z,15905,2450
2015-10-26T18:12:00Z,23560,1247
2016-12-17T23:04:31Z,23239,1705
2014-03-04T01:23:31Z,17952,1667
2014-11-26T11:25:53Z,20072,1912
2016-08-08T17:32:13Z,20249,1355
2016-10-05T07:06:03Z,22592,2438
2014-11-02T01:42:05Z,22266,2908
2014-08-18T11:09:41Z,24521,1996
2016-04-08T16:41:50Z,18504,2254
2016-06-14T04:38:21Z,21811,1574
2015-11-01T22:53:41Z,20744,2365
2016-01-12T21:34:49Z,21675,2150
2015-04-06T16:35:31Z,13193,1811
2015-11-06T21:10:25Z,25536,1813
2014-04-11T22:06:30Z,15739,2054
2015-10-22T19:07:25Z,23455,1742
2014-06-15T23:37:25Z,20419,625
2016-08-07T04:59:33Z,18190,1602
2016-11-24T20:34:33Z,14759,1589
2014-04-25T23:46:20Z,16987,2474
2016-06-22T02:39:40Z,15108,2052
2015-12-24T15:51:40Z,21587,1608
2015-04-17T23:58:47Z,15200,2093
2014-12-03T02:17:49Z,13900,1902
2015-01-12T21:49:57Z,18423,2202
2014-07-21T15:29:16Z,23458,1814
2014-05-25T21:36:24Z,22890,1702
2014-08-08T02:14:58Z,18734,1609
2016-12-22T20:21:52Z,17439,2571
2015-11-12T08:32:33Z,17300,1984
2015-02-18T16:33:53Z,24596,1991
2014-03-08T13:52:45Z,16844,2656
2016-07-28T10:37:52Z,20035,2502
2015-03-09T06:54:45Z,19564,1548
2014-04-14T00:27:40Z,17753,1435
2014-02-10T21:54:04Z,19431,2251
2014-07-19T10:15:19Z,22591,2255
2016-02-17T05:53:52Z,26589,2556
2014-03-23T09:32:30Z,18509,1928
2014-07-01T22:11:07Z,23984,2266
2015-07-01T11:20:47Z,16259,1740
2014-11-09T03:01:55Z,27540,1679
2015-05-28T07:28:06Z,16726,2652
2016-01-22T20:45:26Z,15211,2224
2015-12-27T19:31:38Z,23957,1609
2016-02-19T09:04:13Z,20496,2293
2014-11-05T04:28:55Z,17167,2634
2015-04-23T19:07:18Z,22561,2123
2014-08-11T08:44:41Z,19265,2440
2016-03-28T02:54:30Z,22648,1653
2016-04-22T08:59:34Z,16710,2074
2016-06-16T14:00:52Z,20306,2279
2015-12-05T20:56:56Z,21752,2219
2014-12-08T15:24:54Z,19630,2732
2014-03-24T12:11:58Z,22213,1540
2015-11-26T02:35:56Z,17789,1769
2016-11-09T07:07:48Z,9420,1957
2014-11-27T17:55:49Z,18862,1237
2015-08-12T17:31:22Z,15730,2046
2015-05-04T22:03:20Z,22676,1932
2014-10-15T07:18:49Z,23179,2185
2015-08-13T10:03:50Z,22385,2021
2016-06-19T03:28:49Z,14929,1174
2016-01-16T09:33:53Z,22870,1837
2014-11-04T13:13:37Z,22996,1459
2016-01-20T17:57:06Z,22310,1869
2015-02-14T21:40:18Z,15641,1750
2015-04-07T18:19:33Z,21988,2240
2016-10-08T22:46:18Z,20207,3047
2015-03-08T23:49:34Z,17882,1219
2014-10-19T10:25:01Z,15438,2188
2014-09-06T02:38:23Z,28141,1825
2014-08-16T02:57:47Z,21369,1523
2014-08-18T23:15:13Z,23941,1550
2015-04-17T11:12:13Z,15668,2138
2015-07-15T20:39:57Z,21268,1715
2014-04-11T20:02:46Z,15035,1245
2015-11-19T15:02:21Z,22229,2025
2014-05-14T11:06:31Z,26420,2613
2014-06-23T13:11:03Z,21698,1094
2016-09-11T07:03:16Z,19896,2087
2014-05-18T22:46:30Z,22476,2162
2015-08-07T12:39:56Z,17512,2154
2014-12-01T16:04:17Z,14042,1988
2014-01-16T03:37:09Z,21474,2730
2014-05-14T18:00:13Z,21502,1885
2015-09-20T17:03:01Z,19365,1563
2016-01-29T07:11:01Z,21270,1935
2016-07-01T17:17:30Z,18534,1519
2014-05-05T10:26:28Z,18649,2004
2016-07-15T23:47:23Z,18446,1698
2014-07-25T08:27:50Z,26052,1672
2014-09-25T09:59:46Z,18107,2924
2014-07-06T08:21:42Z,22780,1994
2016-06-22T08:15:18Z,19561,2360
2015-11-26T04:53:53Z,21186,2229
2014-10-19T23:18:19Z,22879,1481
2015-01-08T16:35:54Z,14062,2175
2015-08-21T09:53:21Z,24343,1695
2014-01-18T11:04:33Z,22870,1970
2016-11-15T16:58:28Z,20301,1430
2016-07-12T23:44:32Z,20475,2370
2014-01-13T12:56:34Z,17738,1615
2014-12-22T20:03:56Z,19516,1602
2014-07-28T15:48:32Z,18151,2066
2016-10-28T07:10:52Z,19790,1723
2014-12-15T15:27:31Z,26242,2038
2014-12-27T04:03:34Z,16091,1735
2015-10-09T10:25:15Z,9839,1710
2014-08-03T21:55:44Z,22956,1758
2015-02-01T14:45:41Z,20839,2560
2015-09-03T18:48:07Z,14617,2293
2015-08-22T10:31:05Z,25234,2356
2016-03-10T12:43:25Z,20566,1718
2015-02-13T03:54:05Z,17168,1884
2015-10-27T13:37:58Z,20504,1433
2015-07-05T06:56:05Z,23040,2088
2014-01-23T13:13:40Z,16414,2203
2016-11-26T23:34:58Z,24118,2577
2016-03-03T17:55:48Z,14073,2525
2016-02-24T10:41:29Z,21217,1478
2015-07-26T02:52:25Z,18513,2261
2016-09-01T14:38:35Z,15874,2240
2016-08-05T20:26:12Z,15436,2096
2014-08-18T20:19:01Z,21395,1913
2015-07-08T21:40:36Z,20556,2213
2016-06-09T11:35:57Z,20315,2655
2014-07-24T04:04:27Z,19005,2119
2015-05-08T01:46:40Z,14206,2072
2015-07-05T08:32:47Z,19129,1670
2015-08-12T01:15:05Z,17738,2152
2015-07-08T16:46:05Z,23953,1842
2016-09-25T04:19:54Z,12168,2072
2014-07-11T12:08:50Z,22815,2052
2014-12-07T19:19:47Z,23370,2021
2016-05-26T20:24:59Z,20204,2134
2016-11-24T04:09:37Z,23170,2007
2014-02-11T23:33:14Z,19510,2059
2016-11-13T19:52:40Z,23215,2177
2015-07-21T19:39:46Z,19221,1822
2016-09-08T13:19:28Z,23001,2797
2014-09-20T05:00:24Z,15551,2264
2015-12-03T16:58:03Z,19162,1802
2014-09-01T22:56:27Z,28302,1898
2015-07-21T20:24:43Z,25893,2055
2015-11-03T11:14:08Z,23598,2628
2016-03-26T23:48:28Z,22431,2668
2016-11-16T03:17:40Z,19796,2079
2015-02-17T09:37:05Z,24518,2147
2016-05-10T21:52:40Z,23687,1784
2015-11-06T22:27:00Z,16478,2092
2014-08-19T16:54:25Z,21247,1843
2014-04-26T10:47:50Z,19737,1945
2014-10-01T12:11:00Z,22133,2251
2015-07-03T06:40:48Z,22481,1265
2015-03-08T19:17:23Z,24916,1896
2014-07-03T16:45:53Z,24211,2183
2015-12-22T10:15:33Z,17726,1637
2015-03-20T21:22:05Z,15962,2383
2016-07-05T10:24:47Z,17810,2058
2015-10-11T11:26:20Z,19092,1904
2014-03-24T10:35:20Z,22214,1945
2016-09-06T18:02:00Z,13658,1822
2016-03-01T05:57:18Z,14533,2462
2015-09-02T16:28:27Z,20690,1718
2016-11-15T14:30:53Z,15020,1763
2015-09-18T23:37:23Z,23886,2012
2016-06-22T13:54:14Z,15948,2545
2014-04-22T02:44:23Z,20669,2088
2014-07-10T12:18:40Z,24109,905
2016-04-20T12:47:27Z,19811,2777
2015-10-20T09:20:05Z,17345,2477
2016-07-06T13:59:22Z,15797,1514
2016-12-25T21:30:48Z,14580,1567
2015-12-04T02:34:25Z,22680,2187
2016-04-14T06:21:36Z,29745,2102
2016-02-10T06:20:40Z,27667,2104
2014-07-05T18:56:20Z,14779,2302
2016-07-29T00:22:58Z,21417,2424
2015-03-13T16:42:55Z,18219,1809
2014-01-12T08:48:21Z,15265,1685
2015-08-24T00:56:56Z,21102,2465
2014-06-04T09:09:00Z,15473,2041
2016-03-24T00:21:10Z,22096,2203
2015-04-19T12:03:08Z,25391,1753
2015-07-09T06:19:03Z,20510,2080
2014-11-09T17:07:22Z,22300,1615
2016-01-23T04:44:26Z,17253,1532
2014-10-23T09:54:44Z,18782,1973
2013-02-20T12:34:21Z,5875,354
2015-12-02T13:23:07Z,3637,604
2011-07-12T17:00:49Z,5450,433
2012-05-18T02:31:32Z,5085,471
2014-09-26T16:21:50Z,5911,531
2013-08-18T09:58:19Z,4600,463
2012-01-09T14:59:58Z,4564,406
2014-09-07T09:35:47Z,4677,664
2015-05-04T16:37:06Z,5704,447
2013-09-04T19:52:51Z,5874,472
2011-10-27T10:54:07Z,4175,489
2016-10-22T20:38:52Z,5663,541
2014-08-09T12:53:38Z,4153,412
2014-05-05T23:29:31Z,4065,469
2012-12-24T02:53:35Z,4587,489
2016-11-10T00:38:29Z,4897,526
2016-04-17T20:58:47Z,4388,438
2013-09-04T11:31:10Z,4936,568
2012-11-28T00:09:23Z,5636,545
2016-01-04T16:23:57Z,4492,407
2014-02-05T02:23:56Z,4253,458
2012-10-16T07:18:09Z,5789,612
2014-02-15T20:57:10Z,4570,307
2015-05-28T13:56:58Z,4184,582
2016-04-24T02:43:11Z,5159,443
2015-05-03T10:39:00Z,5031,556
2013-02-11T17:39:08Z,4956,636
2011-04-17T08:16:48Z,4858,416
2013-11-07T01:09:05Z,4245,452
2012-12-27T14:00:20Z,5166,393
2015-03-22T23:54:08Z,4812,477
2011-04-11T12:43:28Z,4348,621
2016-02-01T10:44:28Z,4614,520
2015-02-02T21:42:47Z,5162,413
2014-02-21T07:59:23Z,3091,404
2012-11-25T22:33:14Z,6340,484
2014-12-14T05:58:06Z,5283,558
2015-05-22T18:52:36Z,5887,506
2013-10-07T12:41:08Z,5609,480
2015-03-08T07:44:04Z,5047,497
2012-06-09T23:36:42Z,4668,394
2016-06-18T16:57:56Z,6211,402
2015-02-13T12:03:40Z,4699,363
2012-11-08T09:01:43Z,5923,470
2011-12-25T09:03:36Z,4805,620
2016-05-01T15:51:21Z,5583,613
2011-01-16T22:37:54Z,6610,507
2013-03-03T10:56:55Z,5370,650
2013-04-27T12:36:50Z,6498,640
2014-05-10T21:33:34Z,4774,408
2013-07-05T17:19:18Z,6000,600
2014-01-15T03:41:09Z,5176,605
2014-06-20T17:57:28Z,5552,478
2013-02-15T18:32:55Z,4946,441
2012-05-12T03:57:44Z,5959,550
